ts_ms,price,equity
1728518400000,238.77,190.283
1728604800000,217.8,169.247
1728864000000,219.16,169.247
1728950400000,219.57,169.247
1729036800000,221.33,169.247
1729123200000,220.89,169.247
1729209600000,220.7,169.247
1729468800000,218.85,169.247
1729555200000,217.97,169.247
1729641600000,213.65,169.247
1729728000000,260.48,169.169
1729814400000,269.19,177.879
1730073600000,262.51,171.199
1730160000000,259.52,168.209
1730246400000,257.55,166.239
1730332800000,249.85,158.539
1730419200000,248.98,157.669
1730678400000,242.84,151.529
1730764800000,251.44,160.129
1730851200000,288.53,197.219
1730937600000,296.91,205.599
1731024000000,321.22,229.909
1731283200000,350,258.689
1731369600000,328.49,237.179
1731456000000,330.24,238.929
1731542400000,311.18,219.869
1731628800000,320.72,229.409
1731888000000,338.74,247.429
1731974400000,346,254.689
1732060800000,342.03,250.719
1732147200000,339.64,248.329
1732233600000,352.56,261.249
1732492800000,338.59,247.279
1732579200000,338.23,246.919
1732665600000,332.89,241.579
1732838400000,345.16,253.849
1733097600000,357.09,265.779
1733184000000,351.42,260.109
1733270400000,357.93,266.619
1733356800000,369.49,278.179
1733443200000,389.22,297.909
1733702400000,389.79,298.479
1733788800000,400.99,309.679
1733875200000,424.77,333.459
1733961600000,418.1,326.789
1734048000000,436.23,344.919
1734307200000,463.02,371.709
1734393600000,479.86,388.549
1734480000000,440.13,348.819
1734566400000,436.17,344.859
1734652800000,421.06,329.749
1734912000000,430.6,339.289
1734998400000,462.28,370.969
1735171200000,454.13,362.819
1735257600000,431.66,340.349
1735516800000,417.41,326.099
1735603200000,403.84,312.529
1735776000000,379.28,287.969
1735862400000,410.44,319.129
1736121600000,411.05,319.739
1736208000000,394.36,303.049
1736294400000,394.94,303.629
1736467200000,394.74,303.429
1736726400000,403.31,311.999
1736812800000,396.36,305.049
1736899200000,428.22,336.909
1736985600000,413.82,322.509
1737072000000,426.5,335.189
1737417600000,424.07,332.759
1737504000000,415.11,323.799
1737590400000,412.38,321.069
1737676800000,406.58,315.269
1737936000000,397.15,305.72
1738022400000,398.09,305.72
1738108800000,389.1,305.72
1738195200000,400.28,305.72
1738281600000,404.6,305.72
1738540800000,383.68,305.72
1738627200000,392.21,305.72
1738713600000,378.17,305.72
1738800000000,374.32,305.72
1738886400000,361.62,305.72
1739145600000,350.73,305.72
1739232000000,328.5,305.72
1739318400000,336.51,305.72
1739404800000,355.94,305.72
1739491200000,355.84,305.72
1739836800000,354.11,305.72
1739923200000,360.56,305.72
1740009600000,354.4,305.72
1740096000000,337.8,305.72
1740355200000,330.53,305.72
1740441600000,302.8,305.72
1740528000000,290.8,305.72
1740614400000,281.95,305.72
1740700800000,292.98,305.72
1740960000000,284.65,305.72
1741046400000,272.04,305.72
1741132800000,279.1,305.72
1741219200000,263.45,305.72
1741305600000,262.67,305.72
1741564800000,222.15,305.72
1741651200000,230.58,305.72
1741737600000,248.09,305.72
1741824000000,240.68,305.72
1741910400000,249.98,305.72
1742169600000,238.01,305.72
1742256000000,225.31,305.72
1742342400000,235.86,305.72
1742428800000,236.26,305.72
1742515200000,248.71,305.72
1742774400000,278.39,305.72
1742860800000,288.14,305.72
1742947200000,272.06,305.72
1743033600000,273.13,305.72
1743120000000,263.55,305.72
1743379200000,259.16,305.72
1743465600000,268.46,305.72
1743552000000,282.76,305.72
1743638400000,267.28,305.72
1743724800000,239.43,305.72
1743984000000,233.29,305.72
1744070400000,221.86,305.72
1744156800000,272.2,305.72
1744243200000,252.4,305.72
1744329600000,252.31,305.72
1744588800000,252.35,305.72
1744675200000,254.11,305.72
1744761600000,241.55,305.72
1744848000000,241.37,305.72
1745193600000,227.5,305.72
1745280000000,237.97,305.72
1745366400000,250.74,305.72
1745452800000,259.51,305.72
1745539200000,284.95,305.634
1745798400000,285.88,306.564
1745884800000,292.03,312.714
1745971200000,282.16,302.844
1746057600000,280.52,301.204
1746144000000,287.21,307.894
1746403200000,280.26,300.944
1746489600000,275.35,296.034
1746576000000,276.22,296.904
1746662400000,284.82,305.504
1746748800000,298.26,318.944
1747008000000,318.38,339.064
1747094400000,334.07,354.754
1747180800000,347.68,368.364
1747267200000,342.82,363.504
1747353600000,349.98,370.664
1747612800000,342.09,362.774
1747699200000,343.82,364.504
1747785600000,334.62,355.304
1747872000000,341.04,361.724
1747958400000,339.34,360.024
1748304000000,362.89,383.574
1748390400000,356.9,377.584
1748476800000,358.43,379.114
1748563200000,346.46,367.144
1748822400000,342.69,363.374
1748908800000,344.27,364.954
1748995200000,332.05,352.734
1749081600000,284.7,305.384
1749168000000,295.14,315.736
1749427200000,308.58,315.643
1749513600000,326.09,333.153
1749600000000,326.43,333.493
1749686400000,319.11,326.173
1749772800000,325.31,332.373
1750032000000,329.13,336.193
1750118400000,316.35,323.413
1750204800000,322.05,329.113
1750377600000,322.16,329.223
1750636800000,348.68,355.743
1750723200000,340.47,347.533
1750809600000,327.55,334.613
1750896000000,325.78,332.843
1750982400000,323.63,330.693
1751241600000,317.66,324.628
1751328000000,300.71,324.628
1751414400000,315.65,324.628
1751500800000,315.35,324.628
1751846400000,293.94,324.628
1751932800000,297.81,324.628
1752019200000,295.88,324.628
1752105600000,309.87,324.628
1752192000000,313.51,324.628
1752451200000,316.9,324.628
1752537600000,310.78,324.628
1752624000000,321.67,324.628
1752710400000,319.41,324.628
1752796800000,329.65,324.529
1753056000000,328.49,323.369
1753142400000,332.11,326.989
1753228800000,332.56,327.439
1753315200000,305.3,300.087
1753401600000,316.06,300.087
1753660800000,325.59,300.087
1753747200000,321.2,299.991
1753833600000,319.04,297.831
1753920000000,308.27,286.969
1754006400000,302.63,286.969
1754265600000,309.26,286.969
1754352000000,308.72,286.969
1754438400000,319.91,286.969
1754524800000,322.27,286.872
1754611200000,329.65,294.252
1754870400000,339.03,303.632
1754956800000,340.84,305.442
1755043200000,339.38,303.982
1755129600000,335.58,300.182
1755216000000,330.56,295.162
1755475200000,335.16,299.762
1755561600000,329.31,293.912
1755648000000,323.9,288.502
1755734400000,320.11,284.712
1755820800000,340.01,304.612
1756080000000,346.6,311.202
1756166400000,351.67,316.272
1756252800000,349.6,314.202
1756339200000,345.98,310.582
1756425600000,333.87,298.472
1756771200000,329.36,293.962
1756857600000,334.09,298.692
1756944000000,338.53,303.132
1757030400000,350.84,315.442
1757289600000,346.4,311.002
1757376000000,346.97,311.572
1757462400000,347.79,312.392
1757548800000,368.81,333.412
1757635200000,395.94,360.542
